Title,Company,Location,Remote,Link,Source,Term,Skills,Lat,Lon
Wissenschaftliche/r Mitarbeiter/in (m/w/d) Schwerpunkt Ornithologie & Wildlife Hazard Management,DAVVL e.V.,Bremen,False,https://www.greenjobs.de/stellenanzeige/wissenschaftliche-mitarbeiter-schwerpunkt-ornithologie-wildlife-hazard-management--100150898/?s=umweltwissenschaften,Greenjobs,umweltwissenschaften,General,53.0758196,8.8071646
Geschäftsführer*in (m/w/d),Landesbüro der Naturschutzverbände NRW,Oberhausen,False,https://www.greenjobs.de/stellenanzeige/geschaeftsfuehrer--100150671/?s=umweltwissenschaften,Greenjobs,umweltwissenschaften,General,51.4696137,6.8514435
"Praktikum: Aufbau und Begleitung von Experimenten in Mesokosmen zur Untersuchung der Auswirkung von Wassertrübung auf Fraßraten, Biomasse und Kondition von Mytilus edulis (Miesmuschel) und Magallana gigas (Pazifische Auster)",Nationalparkverwaltung Niedersächsisches Wattenmeer,Wilhelmshaven,False,https://www.greenjobs.de/stellenanzeige/praktikum-aufbau-und-begleitung-von-experimenten-in-mesokosmen-zur-untersuchung-der-auswirkung-von-wassertruebung-auf-frassraten-biomasse-und-kondition-von-mytilus-edulis-miesmuschel-und-magallana-gigas-pazifisch--100151066/?s=umweltwissenschaften,Greenjobs,umweltwissenschaften,Lab/Field,53.5278793,8.106301
"Masterarbeit: Experimentelle Untersuchungen zur Auswirkung von Wassertrübung auf Fraßraten, Biomasse und Kondition von Mytilus edulis (Miesmuschel) und Magallana gigas (Pazifische Auster)",Nationalparkverwaltung Niedersächsisches Wattenmeer,Wilhelmshaven,False,https://www.greenjobs.de/stellenanzeige/masterarbeit-experimentelle-untersuchungen-zur-auswirkung-von-wassertruebung-auf-frassraten-biomasse-und-kondition-von-mytilus-edulis-miesmuschel-und-magallana-gigas-pazifische-auster--100151065/?s=umweltwissenschaften,Greenjobs,umweltwissenschaften,Lab/Field,53.5278793,8.106301
Praktikant:in - Beratung mit Schwerpunkt Nachhaltigkeit,Systain Consulting GmbH,Berlin,False,https://www.greenjobs.de/stellenanzeige/praktikant-beratung-mit-schwerpunkt-nachhaltigkeit--100144702/?s=umweltwissenschaften,Greenjobs,umweltwissenschaften,General,52.5173885,13.3951309
Praktikum im Bereich Umweltschutz/ Nachhaltigkeit/ NGO-Arbeit (m/w/d),Project Wings gGmbH,Koblenz,False,https://www.greenjobs.de/stellenanzeige/praktikum-im-bereich-umweltschutz-nachhaltigkeit-ngo-arbeit--100139799/?s=umweltwissenschaften,Greenjobs,umweltwissenschaften,General,50.3533278,7.5943951
Praktikant:in im Bereich Vertrieb und Marketing/ Mediengestaltung (m/w/d),Project Wings gGmbH,Koblenz,False,https://www.greenjobs.de/stellenanzeige/praktikant-im-bereich-vertrieb-und-marketing-mediengestaltung--100139798/?s=umweltwissenschaften,Greenjobs,umweltwissenschaften,General,50.3533278,7.5943951
Praktikum in Umweltplanungsbüro (m/w/d),OECOS GmbH,Hamburg,False,https://www.greenjobs.de/stellenanzeige/praktikum-in-umweltplanungsbuero--100135928/?s=umweltwissenschaften,Greenjobs,umweltwissenschaften,General,53.550341,10.000654
Praktikant*in im Bereich Bildung/Umweltbildung,Project Wings gGmbH,Koblenz,False,https://www.greenjobs.de/stellenanzeige/praktikant-im-bereich-bildung-umweltbildung--100135274/?s=umweltwissenschaften,Greenjobs,umweltwissenschaften,General,50.3533278,7.5943951
Praktikant/in im Umweltbereich,UDATA GmbH    an der Weinstraße,Neustadt,False,https://www.greenjobs.de/stellenanzeige/praktikant-im-umweltbereich--100109495/?s=umweltwissenschaften,Greenjobs,umweltwissenschaften,Data Science,49.3539802,8.1350021
Praktikant*in (m/w/d) - Bereich: Markt für ökologische & nachhaltige Agrar-/ Ernährungswirtschaft,Ecozept GmbH,Freising,False,https://www.greenjobs.de/stellenanzeige/praktikant-bereich-markt-fuer-oekologische-nachhaltige-agrar-ernaehrungswirtschaft--100108582/?s=umweltwissenschaften,Greenjobs,umweltwissenschaften,GIS/Remote Sensing,48.4008273,11.7439565
Projektmitarbeiterin/er im Projekt Climate Blue,"Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz Schleswig-Holstein...",Husum,False,https://www.greenjobs.de/stellenanzeige/projektmitarbeiterin-er-im-projekt-climate-blue--100151839/?s=hydrologie,Greenjobs,hydrologie,General,54.4854137,9.0537941
Landschaftsarchitekt/ -planer (m/w/d) - Schwerpunkt: Objektplanung im naturnahen Wasserbau,Landschaftsarchitekturbüro Geitz & Partner GbR,Stuttgart,False,https://www.greenjobs.de/stellenanzeige/landschaftsarchitekt-planer-schwerpunkt-objektplanung-im-naturnahen-wasserbau--100151766/?s=hydrologie,Greenjobs,hydrologie,Lab/Field,48.7784485,9.1800132
Pädagogischer Mitarbeiter (w/m/d) Umweltbildung,Oldenburgisch-Ostfriesischer Wasserverband,Schortens,False,https://www.greenjobs.de/stellenanzeige/paedagogischer-mitarbeiter-umweltbildung--100151750/?s=hydrologie,Greenjobs,hydrologie,"GIS/Remote Sensing, Lab/Field",53.5366547,7.9467348
Staatlich geprüfte Technikerin / Staatlich geprüfter Techniker (m/w/d) - Fachrichtung Bohr-/ Geologie-/ Umweltschutztechnik,"Niedersächsischer Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz",Verden,False,https://www.greenjobs.de/stellenanzeige/staatlich-gepruefte-technikerin-staatlich-gepruefter-techniker-fachrichtung-bohr-geologie-umweltschutztechnik--100151681/?s=hydrologie,Greenjobs,hydrologie,Lab/Field,52.9759701,9.1808391
Baureferendarinnen / Baureferendare (m/w/d),Bayerisches Staatsministerium für Umwelt und Verbraucherschutz,München,False,https://www.greenjobs.de/stellenanzeige/baureferendarinnen-baureferendare--100151571/?s=hydrologie,Greenjobs,hydrologie,General,48.1371079,11.5753822
Wissenschaftlerin / Wissenschaftler (m/w/d) (Uni-Diplom/Master) der Fachrichtung Geowissenschaften mit Erfahrungen in Hydrologie und Geoinformatik,Bundesanstalt für Gewässerkunde,Koblenz,False,https://www.greenjobs.de/stellenanzeige/wissenschaftlerin-wissenschaftler-uni-diplom-master-der-fachrichtung-geowissenschaften-mit-erfahrungen-in-hydrologie-und-geoinformatik--100151570/?s=hydrologie,Greenjobs,hydrologie,GIS/Remote Sensing,50.3533278,7.5943951
Bau- oder Umweltingenieur / Bau- oder Umweltingenieurin (m/w/d),"Niedersächsischer Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz (N...",Sulingen,False,https://www.greenjobs.de/stellenanzeige/bau-oder-umweltingenieur-bau-oder-umweltingenieurin--100151551/?s=hydrologie,Greenjobs,hydrologie,Lab/Field,52.6828374,8.8018923
"Geowissenschaftlerin / Geowissenschaftler (w/m/d) oder Umweltwissenschaftlerin / Umweltwissenschaftler (w/m/d) für den Bereich Altlasten, schädlichen Bodenveränderungen und Grundwasserverunreinigungen",Bayerisches Landesamt für Umwelt,Hof,False,https://www.greenjobs.de/stellenanzeige/geowissenschaftlerin-geowissenschaftler-oder-umweltwissenschaftlerin-umweltwissenschaftler-fuer-den-bereich-altlasten-schaedlichen-bodenveraenderungen-und-grundwasserverunreinigungen--100151549/?s=hydrologie,Greenjobs,hydrologie,Lab/Field,50.3187507,11.9162992
Hydrologin / Hydrologe oder Naturwissenschaftlerin / Naturwissenschaftler (w/m/d) für den Bereich Gebietshydrologie - hydrologische Gutachten,Bayerisches Landesamt für Umwelt,Augsburg,False,https://www.greenjobs.de/stellenanzeige/hydrologin-hydrologe-oder-naturwissenschaftlerin-naturwissenschaftler-fuer-den-bereich-gebietshydrologie-hydrologische-gutachten--100151535/?s=hydrologie,Greenjobs,hydrologie,"GIS/Remote Sensing, Planning/Law",48.3690341,10.8979522
"Wissenschaftliche Mitarbeiterin / Wissenschaftlicher Mitarbeiter (m/w/d) (Uni-Diplom/Master) Fachrichtung Biologie, Gewässerökologie oder Geo-/Umweltwissenschaften",Bundesanstalt für Gewässerkunde,Koblenz,False,https://www.greenjobs.de/stellenanzeige/wissenschaftliche-mitarbeiterin-wissenschaftlicher-mitarbeiter-uni-diplom-master-fachrichtung-biologie-gewaesseroekologie-oder-geo-umweltwissenschaften--100151532/?s=hydrologie,Greenjobs,hydrologie,General,50.3533278,7.5943951
Projektmitarbeiter*in (m/w/d) Forum Zukunftslandschaft,Regenerate Forum gGmbH   Bodenseekreis,Deutschland,False,https://www.greenjobs.de/stellenanzeige/projektmitarbeiter-forum-zukunftslandschaft--100151437/?s=hydrologie,Greenjobs,hydrologie,Lab/Field,,
Sachbearbeiterin / Sachbearbeiter (w/m/d) für das Grundwassermessnetz,Landesanstalt für Umwelt Baden-Württemberg,Karlsruhe,False,https://www.greenjobs.de/stellenanzeige/sachbearbeiterin-sachbearbeiter-fuer-das-grundwassermessnetz--100151357/?s=hydrologie,Greenjobs,hydrologie,Lab/Field,49.0068705,8.4034195
Projektmanager/-in (m/w/d) für das Interreg-Projekt WETLANDERS,Amt für regionale Landesentwicklung Weser-Ems,Oldenburg,False,https://www.greenjobs.de/stellenanzeige/projektmanager-fuer-das-interreg-projekt-wetlanders--100151313/?s=hydrologie,Greenjobs,hydrologie,General,53.1389753,8.2146017
Mitarbeiter/in (m/w/d) für das Wassermengenmanagement der Oberflächengewässer,Landesamt für Umwelt (LfU),Flintbek,False,https://www.greenjobs.de/stellenanzeige/mitarbeiter-fuer-das-wassermengenmanagement-der-oberflaechengewaesser--100151150/?s=hydrologie,Greenjobs,hydrologie,Lab/Field,54.2432092,10.0633244
"Referentin / Referent (m/w/d) im Referat V 42 „Boden, Altlasten, Grundwasserschutz und Grundwasserbewirtschaftung“","Land Schleswig-Holstein - Ministerium für Energiewende, Klimaschutz, Umwelt und ...",Kiel,False,https://www.greenjobs.de/stellenanzeige/referentin-referent-im-referat-v-42-boden-altlasten-grundwasserschutz-und-grundwasserbewirtschaftung--100151146/?s=hydrologie,Greenjobs,hydrologie,Lab/Field,54.3227085,10.135555
Ausbildungsplatz zum*zur Chemielaboranten*in (w/m/d),Leibniz-Institut für Gewässerökologie und Binnenfischerei im Forschungsverbund  ...,Berlin,False,https://www.greenjobs.de/stellenanzeige/ausbildungsplatz-zum-zur-chemielaboranten--100151329/?s=hydrologie,Greenjobs,hydrologie,Lab/Field,52.5173885,13.3951309
Praktikant/in im Umweltbereich,UDATA GmbH    an der Weinstraße,Neustadt,False,https://www.greenjobs.de/stellenanzeige/praktikant-im-umweltbereich--100109495/?s=hydrologie,Greenjobs,hydrologie,Data Science,49.3539802,8.1350021
Vegetationskundler/in (m/w/d) mit Berufserfahrung,"Bioplan Hammerich, Hinsch & Partner  Biologen & Geographen PartG",Großharrie,False,https://www.greenjobs.de/stellenanzeige/vegetationskundler-mit-berufserfahrung--100151916/?s=naturschutz,Greenjobs,naturschutz,General,54.1188393,10.0485857
Landschaftsplaner*in / Ingenieur*in - Landschaftsplanung,Kreis,Unna,False,https://www.greenjobs.de/stellenanzeige/landschaftsplaner-ingenieur-landschaftsplanung--100151915/?s=naturschutz,Greenjobs,naturschutz,General,51.5348835,7.689014
Geschäftsbereichsleitung (m/w/d) „Planung und Bau wasserwirtschaftlicher Anlagen und Gewässer“,"Niedersächsischer Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz",Sulingen,False,https://www.greenjobs.de/stellenanzeige/geschaeftsbereichsleitung-planung-und-bau-wasserwirtschaftlicher-anlagen-und-gewaesser--100151914/?s=naturschutz,Greenjobs,naturschutz,Lab/Field,52.6828374,8.8018923
Landespfleger/in (m/w/d),"Niedersächsischer Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz",Lüneburg,False,https://www.greenjobs.de/stellenanzeige/landespfleger--100151913/?s=naturschutz,Greenjobs,naturschutz,Lab/Field,53.248706,10.407855
"Wissenschaftliche Mitarbeit im Bereich Biologie, Artenschutz und NATURA 2000 und/oder im hydrologischen Bereich (m/w/d)",Froelich & Sporbeck GmbH & Co. KG,Augsburg,False,https://www.greenjobs.de/stellenanzeige/wissenschaftliche-mitarbeit-im-bereich-biologie-artenschutz-und-natura-2000-und-oder-im-hydrologischen-bereich--100150644/?s=naturschutz,Greenjobs,naturschutz,"GIS/Remote Sensing, Planning/Law",48.3690341,10.8979522
"Werkstudent (m/w/d) für UBB, NFB und ÖBB","Kirchner Ingenieure   Bremen, Varel,",Hamburg,False,https://www.greenjobs.de/stellenanzeige/werkstudent-fuer-ubb-nfb-und-oebb--100150918/?s=naturschutz,Greenjobs,naturschutz,General,53.550341,10.000654
Landschaftsplaner*in oder Biologe*in,Malterer Umweltplanung,Ingolstadt,False,https://www.greenjobs.de/stellenanzeige/landschaftsplaner-oder-biologe--100083901/?s=naturschutz,Greenjobs,naturschutz,General,48.7630165,11.4250395
"Meister/-in (m/w/d) der Fachrichtung Elektrotechnik, Feinwerkmechanik oder Mechatronik","Niedersächsischer Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz (N...",Krummhörn,False,https://www.greenjobs.de/stellenanzeige/meister-der-fachrichtung-elektrotechnik-feinwerkmechanik-oder-mechatronik--100151896/?s=naturschutz,Greenjobs,naturschutz,Lab/Field,53.4445646,7.0820332
Landschaftsplaner / Umweltplaner (m/w/d),MEP Plan GmbH,Dresden,False,https://www.greenjobs.de/stellenanzeige/landschaftsplaner-umweltplaner--100146857/?s=naturschutz,Greenjobs,naturschutz,General,51.0493286,13.7381437
Forstingenieur (m/w/d),MEP Plan GmbH,Dresden,False,https://www.greenjobs.de/stellenanzeige/forstingenieur--100149191/?s=naturschutz,Greenjobs,naturschutz,General,51.0493286,13.7381437
Mitarbeiter Angebots- und Vertragsmanagement (m/w/d),MEP Plan GmbH,Dresden,False,https://www.greenjobs.de/stellenanzeige/mitarbeiter-angebots-und-vertragsmanagement--100149420/?s=naturschutz,Greenjobs,naturschutz,General,51.0493286,13.7381437
"Fachkraft (m/w/d) aus dem Bereich Umweltwissenschaften, Landschaftsplanung, Regionalentwicklung, Geographie, Forst- oder Agrarwissenschaften oder vergleichbarer Fachrichtung",Landkreis    -Scharmbeck,Osterholz,False,https://www.greenjobs.de/stellenanzeige/fachkraft-aus-dem-bereich-umweltwissenschaften-landschaftsplanung-regionalentwicklung-geographie-forst-oder-agrarwissenschaften-oder-vergleichbarer-fachrichtung--100151892/?s=naturschutz,Greenjobs,naturschutz,General,53.2604518,8.7435145
Projektbearbeiter Umweltplanung (m/w/d) Schwerpunkt Naturschutz & Genehmigungsverfahren,Büro Knoblich GmbH Landschaftsarchitekten BDLA/IFLA,Erkner,False,https://www.greenjobs.de/stellenanzeige/projektbearbeiter-umweltplanung-schwerpunkt-naturschutz-genehmigungsverfahren--100151889/?s=naturschutz,Greenjobs,naturschutz,Planning/Law,52.4259804,13.7542811
Wisseenschaftliche Hilfskraft / NaturschutzwartIn (m/w/d) im UNESCO-Weltnaturerbe Nationalpark Niedersächsiches Wattenmeer,Der Mellumrat e.V.,Varel,False,https://www.greenjobs.de/stellenanzeige/wisseenschaftliche-hilfskraft-naturschutzwartin-im-unesco-weltnaturerbe-nationalpark-niedersaechsiches-wattenmeer--100151886/?s=naturschutz,Greenjobs,naturschutz,General,53.395777,8.1372149
"Sachbearbeiter*in für Verwaltungsaufgaben im Aufgabenbereich Natur-, Landschafts- und Artenschutz - in Teilzeit",Bundesstadt,Bonn,False,https://www.greenjobs.de/stellenanzeige/sachbearbeiter-fuer-verwaltungsaufgaben-im-aufgabenbereich-natur-landschafts-und-artenschutz-in-teilzeit--100151877/?s=naturschutz,Greenjobs,naturschutz,Planning/Law,50.7352621,7.1024635
Kaufmännische Assistent*in,Loki Schmidt Stiftung,Hamburg,False,https://www.greenjobs.de/stellenanzeige/kaufmaennische-assistent--100151880/?s=naturschutz,Greenjobs,naturschutz,General,53.550341,10.000654
Teamleiter*in Naturschutz und Flächenmanagement,Loki Schmidt Stiftung,Hamburg,False,https://www.greenjobs.de/stellenanzeige/teamleiter-naturschutz-und-flaechenmanagement--100151881/?s=naturschutz,Greenjobs,naturschutz,General,53.550341,10.000654
Mitarbeitende in der Jagdeinheit ASP (w/m/d),"Wald und Holz NRW   Olpe, Hilchenbach, Schmallenberg",Deutschland,False,https://www.greenjobs.de/stellenanzeige/mitarbeitende-in-der-jagdeinheit-asp--100151873/?s=naturschutz,Greenjobs,naturschutz,General,,
Mitarbeiter*in für Umweltbildung,LBV - Landesbund für Vogel- und Naturschutz in Bayern  93*** Arnschwang,Deutschland,False,https://www.greenjobs.de/stellenanzeige/mitarbeiter-fuer-umweltbildung--100151868/?s=naturschutz,Greenjobs,naturschutz,General,,
Referent*in Wildtiere Deutschland & Europa – Fördermanagement & Projektentwicklung,Not specified,Berlin,False,https://www.greenjobs.de/stellenanzeige/referent-wildtiere-deutschland-europa-foerdermanagement-projektentwicklung--100151864/?s=naturschutz,Greenjobs,naturschutz,General,52.5173885,13.3951309
Projektassistent:in (m/w/d) Ökologisches Trassenmanagement - Projekt: „Grüne Netze – Praxisorientierte Methodenvielfalt im ökologischen Trassenmanagement“ - in Teilzeit,"LPV Westsachsen e.V.  ,  /Pleiße, Limbach-Oberfrohna (bei Bedarf)",Neukirchen,False,https://www.greenjobs.de/stellenanzeige/projektassistent-oekologisches-trassenmanagement-projekt-gruene-netze-praxisorientierte-methodenvielfalt-im-oekologischen-trassenmanagement-in-teilzeit--100151856/?s=naturschutz,Greenjobs,naturschutz,GIS/Remote Sensing,54.8687122,8.7339915
"Verwaltungswirt/in, Verwaltungsfachangestellte/r (m/w/d)","Niedersächsischer Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz (N...",Oldenburg,False,https://www.greenjobs.de/stellenanzeige/verwaltungswirt-verwaltungsfachangestellte--100151854/?s=naturschutz,Greenjobs,naturschutz,Lab/Field,53.1389753,8.2146017
Ordnungskraft (w/m/d) im Umweltbereich (Feldschütz) - in Teilzeit,Stadt,Dreieich,False,https://www.greenjobs.de/stellenanzeige/ordnungskraft-im-umweltbereich-feldschuetz-in-teilzeit--100151853/?s=naturschutz,Greenjobs,naturschutz,Lab/Field,50.011974,8.7123912
Bauoberinspektor-Anwärter/innen (m/w/d) im Naturschutz (Fachbereich Landespflege),"Niedersächsischer Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz (N...",Hannover,False,https://www.greenjobs.de/stellenanzeige/bauoberinspektor-anwaerter-im-naturschutz-fachbereich-landespflege--100151104/?s=naturschutz,Greenjobs,naturschutz,Lab/Field,52.3744779,9.7385532
Bauoberinspektor-Anwärter/innen (m/w/d) im Fachbereich Wasserwesen,"Niedersächsischer Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz (N...",Deutschland,False,https://www.greenjobs.de/stellenanzeige/bauoberinspektor-anwaerter-im-fachbereich-wasserwesen--100151105/?s=naturschutz,Greenjobs,naturschutz,Lab/Field,,
Baureferendariat im Fachbereich Wasserwesen (m/w/d),"Niedersächsischer Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz (N...",Deutschland,False,https://www.greenjobs.de/stellenanzeige/baureferendariat-im-fachbereich-wasserwesen--100151108/?s=naturschutz,Greenjobs,naturschutz,Lab/Field,,
Projektkoordination (m/w/d) - Projekt: Natura 2000 stärken,Stiftung Natur und Umwelt RLP,Mainz,False,https://www.greenjobs.de/stellenanzeige/projektkoordination-projekt-natura-2000-staerken--100151846/?s=naturschutz,Greenjobs,naturschutz,General,49.9995205,8.2736253
Ökologischer Baubegleiter (m/w/d),Baader Konzept GmbH    (Luhe),Winsen,False,https://www.greenjobs.de/stellenanzeige/oekologischer-baubegleiter--100151840/?s=naturschutz,Greenjobs,naturschutz,GIS/Remote Sensing,53.3636474,10.2059206
Studentische Honorarkräfte (m/w/d) für Umweltbildungs-Projekttage,Abenteuer Regenwald e.V.,Hamburg,False,https://www.greenjobs.de/stellenanzeige/studentische-honorarkraefte-fuer-umweltbildungs-projekttage--100151837/?s=naturschutz,Greenjobs,naturschutz,General,53.550341,10.000654
Forstwirtin / Forstwirt (w/m/d),Bundesforst der Bundesanstalt für Immobilien­aufgaben,Dabel,False,https://www.greenjobs.de/stellenanzeige/forstwirtin-forstwirt--100151836/?s=naturschutz,Greenjobs,naturschutz,General,53.6667,11.9
IT-Security Netzwerk Spezialist/in (m/w/d),"Niedersächsischer Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz (N...",Norden,False,https://www.greenjobs.de/stellenanzeige/it-security-netzwerk-spezialist--100151830/?s=naturschutz,Greenjobs,naturschutz,Lab/Field,53.5942039,7.2067435
Fachexperte für ökologische Baubegleitung (m/w/d),Ingenieur- und Planungsbüro Lange GmbH & Co. KG,Moers,False,https://www.greenjobs.de/stellenanzeige/fachexperte-fuer-oekologische-baubegleitung--100151827/?s=naturschutz,Greenjobs,naturschutz,GIS/Remote Sensing,51.451283,6.62843
Wissenschaftlicher Mitarbeiter (m/w/d) mit Promotionsmöglichkeit - Projekt: Schutz der Biodiversität am Spitzberg bei Tübingen (BioDiv Spitzberg) - in Teilzeit,Hochschule für Forstwirtschaft    a.N.,Rottenburg,False,https://www.greenjobs.de/stellenanzeige/wissenschaftlicher-mitarbeiter-mit-promotionsmoeglichkeit-projekt-schutz-der-biodiversitaet-am-spitzberg-bei-tuebingen-biodiv-spitzberg-in-teilzeit--100151828/?s=naturschutz,Greenjobs,naturschutz,General,48.47696,8.9336788
Projektleiter (w/m/d) Landschaftsplanung / Umweltplanung,Die Autobahn GmbH des Bundes,Nürnberg,False,https://www.greenjobs.de/stellenanzeige/projektleiter-landschaftsplanung-umweltplanung--100151832/?s=naturschutz,Greenjobs,naturschutz,General,49.453872,11.077298
Informatiker/in bzw. IT-Systemadministrator/in (w/m/d),"Niedersächsischer Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz (N...",Sulingen,False,https://www.greenjobs.de/stellenanzeige/informatiker-bzw-it-systemadministrator--100151826/?s=naturschutz,Greenjobs,naturschutz,Lab/Field,52.6828374,8.8018923
Abteilungsleitung Forsten (m/w/d),Freie und Hansestadt  - Bezirksamt Wandsbek,Hamburg,False,https://www.greenjobs.de/stellenanzeige/abteilungsleitung-forsten--100151825/?s=naturschutz,Greenjobs,naturschutz,General,53.550341,10.000654
Freilandbiologin / Freilandbiologe (m/w/d),Landschaftsökologie und Zoologie,Mainz,False,https://www.greenjobs.de/stellenanzeige/freilandbiologin-freilandbiologe--100151820/?s=naturschutz,Greenjobs,naturschutz,General,49.9995205,8.2736253
Umwelt- und Landschaftsplaner (m/w/d),Ingenieur- und Planungsbüro Lange GmbH & Co. KG,Moers,False,https://www.greenjobs.de/stellenanzeige/umwelt-und-landschaftsplaner--100151802/?s=naturschutz,Greenjobs,naturschutz,General,51.451283,6.62843
Sachbearbeiter*in (m/w/d) im Aufgabenfeld Ausgleich- und Ersatz,Stadt,Dortmund,False,https://www.greenjobs.de/stellenanzeige/sachbearbeiter-im-aufgabenfeld-ausgleich-und-ersatz--100151800/?s=naturschutz,Greenjobs,naturschutz,Lab/Field,51.5142273,7.4652789
Projektsachbearbeiter/in (m/w/d) Staatliche Vogelschutzwarte - Projekt:Kurztitel: LIFE IP GrassBirdHabitats,"Niedersächsischer Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz (N...",Oldenburg,False,https://www.greenjobs.de/stellenanzeige/projektsachbearbeiter-staatliche-vogelschutzwarte-projekt-kurztitel-life-ip-grassbirdhabitats--100151789/?s=naturschutz,Greenjobs,naturschutz,Lab/Field,53.1389753,8.2146017
Fachgruppenkoordinator*in (m/w/d) in der Unteren Naturschutzbehörde,Landkreis,Holzminden,False,https://www.greenjobs.de/stellenanzeige/fachgruppenkoordinator-in-der-unteren-naturschutzbehoerde--100151801/?s=naturschutz,Greenjobs,naturschutz,General,51.8989989,9.5741099
Naturschutzexperte/-in (m/w/d),MURJAHN Naturschutz Stiftung   -Ramstadt,Ober,False,https://www.greenjobs.de/stellenanzeige/naturschutzexperte--100151791/?s=naturschutz,Greenjobs,naturschutz,General,49.2840558,9.5756523
Bauingenieur/in (m/w/d),"Niedersächsischer Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz (N...",Stade,False,https://www.greenjobs.de/stellenanzeige/bauingenieur--100151797/?s=naturschutz,Greenjobs,naturschutz,Lab/Field,53.599794,9.475438
Fachinformatikerin / Fachinformatiker (m/w/d) - Fachrichtung: Systemintegration,"Niedersächsischer Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz (N...",Hildesheim,False,https://www.greenjobs.de/stellenanzeige/fachinformatikerin-fachinformatiker-fachrichtung-systemintegration--100151796/?s=naturschutz,Greenjobs,naturschutz,Lab/Field,52.1527188,9.9518083
Chemielaborantin / Chemielaborant (m/w/d),"Niedersächsischer Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz (N...",Verden,False,https://www.greenjobs.de/stellenanzeige/chemielaborantin-chemielaborant--100151792/?s=naturschutz,Greenjobs,naturschutz,Lab/Field,52.9759701,9.1808391
Projektkoordinator:in Ökologisches Trassenmanagement,"LPV Westsachsen e. V.  ,  /Pleiße, Limbach-Oberfrohna",Neukirchen,False,https://www.greenjobs.de/stellenanzeige/projektkoordinator-oekologisches-trassenmanagement--100151658/?s=naturschutz,Greenjobs,naturschutz,GIS/Remote Sensing,54.8687122,8.7339915
(Sales) Manager*in Corporate Partnerships,"PANDA Fördergesellschaft für Umwelt mbH   Frankfurt am Main, Hamburg,  oder remo...",Berlin,True,https://www.greenjobs.de/stellenanzeige/sales-manager-corporate-partnerships--100151780/?s=naturschutz,Greenjobs,naturschutz,General,52.5173885,13.3951309
Referentin / Referent (m/w/d) - in Teilzeit,er Landesarbeitsgemeinschaft Naturschutz e.V.,Berlin,False,https://www.greenjobs.de/stellenanzeige/referentin-referent-in-teilzeit--100151775/?s=naturschutz,Greenjobs,naturschutz,General,52.5173885,13.3951309
Bauingenieur/in (m/w/d),"Niedersächsischer Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz (N...",Stade,False,https://www.greenjobs.de/stellenanzeige/bauingenieur--100151764/?s=naturschutz,Greenjobs,naturschutz,Lab/Field,53.599794,9.475438
Ingenieur *in als Teamleitung Baumschutz,Stadt,Wuppertal,False,https://www.greenjobs.de/stellenanzeige/ingenieur-in-als-teamleitung-baumschutz--100151757/?s=naturschutz,Greenjobs,naturschutz,General,51.264018,7.1780374
Ehrenamtskoordinator*in - in Teilzeit / als Elternzeitvertretung,NABU Landesverband Brandenburg,Cottbus,False,https://www.greenjobs.de/stellenanzeige/ehrenamtskoordinator-in-teilzeit-als-elternzeitvertretung--100151755/?s=naturschutz,Greenjobs,naturschutz,General,51.7567447,14.3357307
Wissenschaftliche:r Mitarbeiter:in (m/w/d) in der Webentwicklung,LUP - Luftbild Umwelt Planung GmbH,Potsdam,False,https://www.greenjobs.de/stellenanzeige/wissenschaftliche-mitarbeiter-in-der-webentwicklung--100151742/?s=naturschutz,Greenjobs,naturschutz,General,52.4009309,13.0591397
FlächenmanagerIn für Flächen des Naturschutzes,Stiftung Umwelt- und Naturschutz Mecklenburg-Vorpommern,Schwerin,False,https://www.greenjobs.de/stellenanzeige/flaechenmanagerin-fuer-flaechen-des-naturschutzes--100151740/?s=naturschutz,Greenjobs,naturschutz,General,53.6288297,11.4148038
Landschaftsökologe/in / Umweltplaner/in / Umweltwissenschaftler/in (m/w/d),"Niedersächsischer Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz (N...",Oldenburg,False,https://www.greenjobs.de/stellenanzeige/landschaftsoekologe-umweltplaner-umweltwissenschaftler--100151736/?s=naturschutz,Greenjobs,naturschutz,Lab/Field,53.1389753,8.2146017
